ID,Doc,Labels
#114,💞 Tèn tén ten!!!  Thời tiết giao mùa đã qua. Chuẩn bị đón những ngày cuối của tháng 11 và đầu tháng 12 tươi mát.  Không gì bằng hơn là phục vụ món mới đến quý khách với hương vị ấm nồng và thực phẩm tươi ngon. 🍲 Nay quán xin trình làng các món lẩu.  🍥LẨU TÔM CÀNG CHANH DÂY.  🍥LẨU NHẬT🍥LẨU CAYHy vọng quý khách ăn thật ngon miệng và ủng hộ quán. 🏡Quán Mì cay - kem bơ Ông Bà Tư 80/28 Huỳnh Văn Nghệ - p15 - q.Tân Bình.,"['{FOOD#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, positive}', '{LOCATION#GENERAL, neutral}']"
#115,"💥💥💥CƠM BENTO KHUYẾN MÃI 50% CHỈ CÒN 14.000Đ CHỈ 3 NGÀY💥💥💥♻ Với 14.000đ bạn có thể mua được gì?✅ 1 ly sâm mát lạnh✅ 1 dĩa bánh plan mát lạnh✅ 1 ly chè ngọt lịm✅ 1 ổ bánh mì khô khan♻♻ Nhưng 14.000đ bạn không thể mua được 1 phần cơm trưa nóng hổi, ngon tuyệt như cơm mẹ nấu.✅ Bạn là dân văn phòng bận rộn✅ Bạn là sinh viên chạy đua với thời gian♻♻♻ Đến với CƠM BENTO chỉ cần tối thiểu 14.000đ – 20.000đ bạn sẽ có bữa ăn ngon miệng với cơm trắng dẻo mềm ngon ngọt, tới những món chính đa dạng phong phú tha hồ cho bạn lựa chọn từ các món chiên giòn tới kho, rô ti … ♻♻♻♻ Bên cạnh đó những món khai vị nhiều màu sắc như thịt viên, xúc, xích, chả giò và những món chơi vừa đẹp mắt, bổ dưỡng lại nhiều vitamin cho phái đẹp như salad, kim chi, rau củ …💢 HÃY ĐẾN VỚI CƠM BENTO NẾM THỬ HƯƠNG VỊ CƠM ĐÀI LOAN THU HÚT CÁC THỰC KHÁCH NHÌU NƯỚC CH U Á ĐÃ CÓ MẶT TẠI TPHCM.","['{FOOD#PRICES, positive}', '{DRINKS#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}']"
#116,"💬 REVIEW ĐỒ NƯỚNG XÊKO 🍡🍢- Nêm nếm rất vừa, menu phong phú. Đặc biệt là BẸ SỮA (vú heo) rất ngon 👌- Vào quán thì nhân viên đưa menu cho khách tự order (order theo số lượng nhe các bạn/1 xiên/5k) 👌- Khăn ướt chỉ 1k/khăn khá rẻ so với giá cả của các quán nên các bạn có thể sử dụng mà không lo 👌- Giá giao động của xiên là 5k và các loại thịt hay hải sản tính theo lạng (gram) giao động từ 20k - 35k. Cũng khá phải chăng và giữ xe miễn phí 👌- Đổi vỉ nướng, thêm đá hay thêm nước chấm thì nhân viên vẫn không phiền hà, sẵn lòng lấy ☺🐻 Team mình đi 4 đứa ăn + uống là 278k mà ăn đã vừa bụng. Tính ra mỗi đứa ăn chưa đến 70k ☺👌#teamsupercrazyy 💋","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{FOOD#PRICES, positive}', '{RESTAURANT#MISCELLANEOUS, positive}', '{SERVICE#GENERAL, positive}']"
#117,"🔊Kính Mời Các Bạn Đến Với Đậu Đỏ Quán. Là Một Trong Những Quán Mang Ẫm Thực TRUNG HOA. Kết Tinh Vào Thức Ăn Là Lương Tâm Của Người Đầu Bếp, Đảm Bảo Quán Dùng Những Nguyên Vật Liệu An Toàn, Hợp Vệ Sinh. Thêm Vào Đó Có Cả Quán Nước Của 4 Mùa Mang Đậm Sắc Thái Người Miền Nam Chúng Ta. Nào Hãy Cùng Đến Với Chúng Tôi - Một Chuỗi Cửa Hàng Thức Ăn Với Một Không Gian Thoáng Mát, Sạch Sẽ.","['{FOOD#QUALITY, positive}', '{RESTAURANT#MISCELLANEOUS, positive}', '{DRINKS#STYLE&OPTIONS, positive}', '{AMBIENCE#GENERAL, positive}']"
#118,"Bún đậu mắm tôm 🔸 Quán đặc biệt bởi việc làm đậu hũ non tươi mới tại chỗ🔸Mắm tôm thơm, đậu hũ chiên giòn rụm, chả cốm chưa thơm.🔸 Giá ko mắc cũng không rẻ, một phần tá lả giá 59k, phần chả cốm gọi thêm thì 29k, lòng rán cũng 29k luôn. Lòng rán là chiên giòn rụm luôn nha, nên hơi ngấm dầu.🔸Ăn xong đc tăng singum nhai cho thơm miệng nữa. Đi xe để ngay cửa cũng tốn thêm 5k gửi xe nha.","['{FOOD#QUALITY, neutral}', '{FOOD#PRICES, neutral}', '{SERVICE#GENERAL, positive}', '{RESTAURANT#MISCELLANEOUS, positive}']"
#119,"🔘Mì trộn cay - 45k🔹Mấy nay mưa mới dám ăn đó. Thích chỗ này vì có mí trộn chứ ko phải mì nước như những chỗ khác.🔹đây là phần trộn đặc biệt siêu cay có cá viên, thịt bò, mực, xúc xích, tôm, 1 miếng súp lơ, kim chi và chén nước dùng kèm trứng muối, nấm.🔹Có 3 mức độ cay: cay-cay nhiều-siêu cay. Mình ăn siêu cay+thêm bột ớt cay và công nhận nó cay thiệt 😂🔹Mì là mì Hàn Quốc sợi dai, trộn bột ớt đều đỏ léc 🌶. Đồ ăn kèm cũng nhiều, thịt bò thì trụng có miếng còn tái nhiều quá, xúc xích giòn dai, kim chi ngon. Nước dùng mặn mặn ngọt ngọt thơm kiểu bột muối tôm 😄🔹Nói chung là có khác lạ so với những chỗ mì cay rần rần mấy tháng qua, giá cả cũng hợp lý với chất lượng. À quán hơi nhỏ mà khi nào cũng đông khách hết, nên toàn leo thang lên gác ngồi, đi giày thì phiền lắm, nên qua ăn thì đi dép cho phẻ =))))","['{FOOD#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, positive}', '{FOOD#PRICES, positive}', '{RESTAURANT#GENERAL, positive}', '{AMBIENCE#GENERAL, negative}']"
#120,"🔥HOT ! HOT !  MÌ CAY GIAO HÀNG TẬN NƠI Chỉ cần ngồi ở nhà nhưng vẫn có thể thưởng thức được tô mì cay thơm ngon nóng hổi chỉ trong vòng 30 phút. 👉Bốc máy lên và gọi ngay : ☎️0944157928 - 0906915818 🎀Mì cay kim chi cấp độ từ 0 - 7 với mì Ramen Hàn Quốc hảo hạng được nấu theo hương vị rất Việt Nam gần gũi và phù hợp cho mọi người từ em bé đến người lớn tuổi và người ko biết ăn cay luôn nhé !! 🎀✔️Nguyên liệu luôn tươi ngon và hợp vệ sinh nhất ! ✔️Open : 10h - 14h ; 16h - 22h ✔️ĐC : 17 Đường số 21, P.Tân Quy,Quận 7👉Giao hàng tận nơi trong 30p với hoá đơn trên 100k -  phí ship chỉ 20k trong vòng bán kính 6km  Menu:  1. Mì kim chi thập cẩm :  35k ( trứng, bò, xúc xích Đức, cá viên basa , ba rọi xông khói)  2. Mì kim chi hải sản :     35k  ( tôm, bạch tuộc, cá viên basa)  3. Mì kim chi bò trứng : 25k  ( bò , trứng)  THỨC UỐNG : 1. Trà đào  : 15k 2. Yauort Việt Quất : 15k3. Yauort Chanh dây : 15k4. Yauort Kiwi : 15k5. Trà sữa tươi túi lọc : 12k6. Trà sữa hương bạc hà : 12k7. Trà sữa hương đào : 12k8. Trà sữa Thái xanh : 12k9. Trà sữa Thái đỏ : 12k10. Soda chanh : 10k11. Soda đào :  10k12. Soda bạc hà : 10kTel : 0906915818 - 0944157928 Trân trọng kính mời! #mìcayhanvi  #mìcay7cấpđộ","['{SERVICE#GENERAL, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, positive}', '{RESTAURANT#MISCELLANEOUS, neutral}', '{LOCATION#GENERAL, neutral}', '{DRINKS#STYLE&OPTIONS, positive}']"
#121,🔥Mực tẩm xé sợi 80k/hũ (300 gram)🔥Da gà chiên nước mắm 80k/hũ (300 gram)🔥Mì viên tẩm vị 35k/hũ (250 gram)🔥Bánh tráng mắm 45k/bịch (300 gram)🔥Trà sữa trà tươi 35k/chai (440ml)🔥Trà sữa thái xanh 35k/chai (440ml)🔥Trà sữa thái đỏ 35k/chai (440ml)🔥Da heo lắc chà bông 45k/bịch🔥Da heo lắc muối ớt 40k/hũ (100gram)🔥Tóp mỡ chiên nước mắm 80k/bịch (250 gram)🔥Ghẹ sữa rim 80k/hũ (200 gram)🔥Rong biển cháy tỏi 40k/hũ (100gram)🔥Đậu phộng rang tỏi ớt 55k/hũ (250 gram)🔥Bánh flan 18k/phần (2 bánh lớn + sốt cafe)🔥Cơm cháy chà bông 30k/bịch🔥Cơm cháy chà bông phô mai 45k/bịch✨✨✨✨✨✨✨✨✨✨✨✨✨✅Giá ship 15-25k ✅Freeship trên 300k📲093.789.5520 (nhắn tin theo cú pháp bên dưới để đặt món)👇👇👇 ➖Viber/Sms📝order món ăn🏡địa chỉ + 💑 tên người nhận☎số điện thoại,"['{FOOD#STYLE&OPTIONS, positive}', '{DRINKS#STYLE&OPTIONS, positive}']"
#122,"🔵 Bánh cuốn nhân thịt, 1 phần nhiều lắm nha ăn chug với giá trụng là xuýt xoa 😙😙. Thích bánh cuốn ở đây vì vỏ đổ mỏng lắm 🙆🏼, nhìn hình thấy thịt nhiều nthe là biết rồi, đĩa lớn như này 39k nha. Ngoài ra t7 cnhat đặc biệt cí badnh cuốn nhân tôm, lạ miệng mà cũng ngon k kém đâuuu","['{FOOD#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, positive}', '{FOOD#PRICES, positive}']"
#123,"🔵 Basikiconlaf nhà hàng Ý thuộc ksan Intercontinental nên tùe kgian đến chất lượng món ăn và nvien phục vụ đều đatj chuẩn 5 sao🔵 Pasta và pizza ở đây rất ngon, đúng chất Ý, nên hơi kén chọn vì ng VN thường k hợp khẩu vị, mình thì cực mê pasta ở đây 😽😽. Giá các món ăn từ 150-500k, giá chấp nhận đc. Ở đây dessert là cực phẩm, nhắc đến Ý là đg nhiên tiramsu và gelato rồi ha 😄😄, thử cả 2 món đều thấy đáng tiền cực, tira ngon nhất từng ân, gelato mịn ngọt vừa.","['{AMBIENCE#GENERAL, positive}', '{FOOD#QUALITY, positive}', '{SERVICE#GENERAL, positive}', '{FOOD#PRICES, neutral}', '{FOOD#STYLE&OPTIONS, positive}']"
#124,"🔵 Hồi trc kem Dairy Queen hay bị ngọt gắt và béo quá nhg doạ này có cải thiện rồi, chọn vị greentea choco crunch khi nào cũng v 😄, chưa đậm vị trà xanh lậm nhg bớt ngọt rồi, có chút béo, choco crunch cứng cứng ăn vui miệng, có điều kem nhanh chảy đó. Với giá 69k/ly lớn thì cũng đáng, tại ly khá lớn ☺️☺️. 🔵 2ng 2 ly lớn nhất hết 240k mà no oạch.","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{FOOD#PRICES, neutral}']"
#125,"?? Khách khá đông nhg kgian ở đây cũng lớn, mấy tầng lận. 🔵 Mấy món hấp ở đây khá ngon, bột dẻo, nóng hổi mà giá rất bình dân luôn. Phần xíu mại cua trên hình có 32k thôi, mỏng vỏ, nhân nhiều, vị béo của cua ngon lắm. Ngoài ra mình rất thích bánh cuốn tôm ở đây, nước chấm đậm đà, 35k/ phần thôi à 😭. Các món đều giá từ 30-60k thôi, rẻ lắm.","['{AMBIENCE#GENERAL, positive}', '{FOOD#QUALITY, positive}', '{FOOD#PRICES, positive}', '{FOOD#STYLE&OPTIONS, positive}']"
#126,"🔵 Lúc đầu nghe kem dốc ngược nên cũng ham hố đi ăn 😅😅😅, mà kem dùng máy nhét như v k chảy ra cũng phải rồi. 🔵 Order 2 ly size ragular mỗi ly 59k, vị greentea choco chunk và chocolate covered w strawberry, ăn mấy miếng đầu thấy tạm tạm chứ lúc sau ngọt ngây à :| nhất là vị greentea mình phải bỏ 1/2 ly luôn, kem cũng nhiều nhg ngọt quá nên mau ngán ý.","['{FOOD#STYLE&OPTIONS, negative}', '{FOOD#PRICES, negative}', '{FOOD#QUALITY, negative}']"
#127,"🔵 Maki chiên nhân cá hồi 😁😁😁, ăn cũng ngon bên trg là cá hồi, bên ngoài sushi đc tẩm bột chiên giòn, ăn cũng ổn với mức giá 38k/phần, vì là bình dân nên mấy bạn đừng đòi hỏi quá nhiều","['{FOOD#QUALITY, positive}', '{FOOD#PRICES, positive}']"
#128,"🔵 Mình ngồi phía ngoài nên cũng khá thoáng. 🔵 Lần này gọi phàn bít tết thập cẩm sốt HK gồm đầy đặn pate, xúc xích, bít tết ngon mềm, tẩm ướp vừa, sốt HK khá ngon, trúng lòng đào nữa 😌 45k phần này khá hợp lý. K gọi phàn có phô mai vì thấy bít tết ăn chug với phô mai con bò cười k hợp.","['{AMBIENCE#GENERAL, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, positive}', '{FOOD#PRICES, positive}']"
#129,"🔵 Nhớ để ý là quán đóng cửa vài các ngày thứ 2 nha ! Burder ở đây phải nói là ngon và to nhất SG luôn🔵 Giá có hơi đắt từ 200-250k nhg riêng loại đặc biệt The Soul Burger 350k, siêu to và siêu ngon, 2 ng mới ăn hết 1 phần đó. Gồm 200g beef, 4 miếng bacon, cheddar cheese, hành tây nướng và trên cùng là trứnng lòng đào, và quá trời rau ăn kèm luôn, trg phần burger có bao gồm salad và orion rings hoặc fries🔵 Quán bé thôi nhg đảm bảo cực chất lượng, ăn là ghiền!","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{FOOD#PRICES, negative}', '{AMBIENCE#GENERAL, negative}', '{RESTAURANT#GENERAL, positive}']"
#130,"🔵 Quán khá đông, đa phần là người trẻ.  🔵 Xiên que đc ướp đá lạnh, hợp vệ sinh. Khá thích xiên que ở đây vì tảm nhiều sate nên cay qtroi 😆😆 ăn rất thích, nhg bạn nào k ăn đc cay thì bất lợi 😓. Mình thì ngồi ở ngoài cho đỡ ngộp, giá xiên que từ 10-15k/xiên. 🔵 2 đứa ăn 220k là ná thở luôn rồi.","['{RESTAURANT#GENERAL, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{RESTAURANT#MISCELLANEOUS, positive}', '{FOOD#QUALITY, positive}', '{FOOD#PRICES, neutral}']"
#131,"🔵 Quán nằm trg hẻm nên hơi khó tìm, bù lại kgian yên tĩnh và đẹp. 🔵 Mình gọi phần cơm bò, trang trí đẹp mắt nhg mùi vị thì k xuất sắc lắm, chấp nhận đc thôi, 85k phần này. Nhg rasp yogurt và milktea khá ngon, yogurt 35k ăn hoie béo, mát lạnh và chua vị việt quất, tsua ngọt vừa rất thích. 🔵 Tbinh 2ng đi cỡ 250-300k.","['{LOCATION#GENERAL, negative}', '{AMBIENCE#GENERAL, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, neutral}', '{DRINKS#QUALITY, positive}', '{DRINKS#STYLE&OPTIONS, positive}', '{RESTAURANT#PRICES, neutral}']"
#132,"🔵 Quán này khá nổi tiếng, đc rất nhiều báo chí của nước ngoài đăng lên, chuyên về các món ăn dân dã của Việt Nam, lần nào mình đến cũng đầy khách Tây hết. Mỗi ngày quán bán 1 số món nhất định🔵 Mình đi thứ 3 nên ăn món mỳ quảng, nước dùng đậm đà, sợi mỳ mỏng và dai, nhiều thịt và tôm lắm. Mà mình thích nhất bún mắm ở đây, chỉ bán vào t5 thôi, ai là fan món này thì nhất định phải thử. 1 tô giá có 40k thôi.","['{RESTAURANT#GENERAL, positive}', '{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{RESTAURANT#MISCELLANEOUS, neutral}', '{FOOD#PRICES, positive}']"
#133,"🔵 Quán này lâu năm lắm rồi í 😍😍😍 ăn từ lúc con nhỏ cơ, vì hồi trc nhà gần ấy. Chủ quán cực thân thiện luôn. Nằm ở cửa đông chợ Bến Thành, bán vỉa hè nhg vỉa hè sạch sẽ lắm :)) khỏi lo, chỉ bán từ chiều đến tối🔵 Quán tên bún mắm nên bún mắm ở đây là số dách luôn. 1 tô to đầy đặn lắmmm, đc 2 miếng heo quay, da hèo giòn rụm, 2 con tôm tươi mà bự chà bá nữa, 1 miếng mực. 1 miếng chả cá, cà tím, rau và giá trụng ăn kem nhiều cực, nước rất đậm đà nha 😢😢😢, ngon lắm đó, 65k 1 tô như này. Ngoài ở đây gỏi cuốn cũng ngon lắm, đày đặn tôm thịt bún rau các thứ 12k/ cuộn. Ở đây bán bánh canh cũng ngon nhg k đặc sắc lắm, 1 tô 50k mà chỉ có 2 con tôm 1 miếng chả thôi. Nước mía 10k/ly, dừa tươi 20k/quả. Tóm lại ai thích bún mắm thì tới đây liền đi, k hối hận đâu ","['{RESTAURANT#GENERAL, positive}', '{SERVICE#GENERAL, positive}', '{LOCATION#GENERAL, neutral}', '{AMBIENCE#GENERAL, neutral}', '{RESTAURANT#MISCELLANEOUS, neutral}', '{FOOD#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, positive}', '{FOOD#PRICES, neutral}', '{DRINKS#STYLE&OPTIONS, positive}', '{DRINKS#PRICES, neutral}']"
#134,"🔵 Quán này mình hay ăn cực, chủ ng HN, nằm trg pmh nhg giá cả ntnay là ổn lắm, kgian cũng rộng để xe hơi xe máy thoải mái, có kgian ở trg và ở ngoài nhà🔵 Ở đây thích nhất là bún chả, ngon lắm nha, viên chả khá bự cuộn chug tí bún, rau xà lách với đu đủ chua ngọt 😱😱😱😱 nhắc đến là thấy thèm rồiiii. 35k/phần🔵 Ngoài ra ở đây có bánh cuốn và nem cua bể cực ngon luôn. Trời nắng nóng làm thêm ly sinh tố bơ hoặc nước rau má đậu xanh là mát ruột ","['{RESTAURANT#GENERAL, positive}', '{RESTAURANT#PRICES, positive}', '{AMBIENCE#GENERAL, positive}', '{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{FOOD#PRICES, neutral}', '{DRINKS#STYLE&OPTIONS, positive}']"
#135,"🔵 Quán nhỏ v thôi chứ crepe lẫn waffles đều khá ổn đó chứ🔵 Gọi waffle trà xanh, waffle nóng giòn, k bị ỉu, ăn có vị thơm của trà xanh, ăn kèm viiws kem vani thanh mát và sốt socola ngọt nữa ☺️☺️☺️. Thích lắm, giá cả phải chăng 30-50k thôi","['{AMBIENCE#GENERAL, negative}', '{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{RESTAURANT#PRICES, positive}']"
#136,"🔵 Sushi88 - quán sushi bình dân, ngồi vỉa hè thôi nên cũng k đòi hỏi gì nhiều. Mình cũng ăn ở đây khá nhiều lần do gần nhà, freeship tận nhà. Chỉ bán từ chiều 6h đến tối, riêng tối t2 quán k mở, buổi tối đông lắm nha nhg dạo này mình thấy nó hơi xô bồ rồi 😅 mà bình dân nên thôi chấp nhận🔵 Đây là phần khủng long bạo chúa, 1 phần cũng khá nhiều, gồm sashimi cá hồi, sushi với thanh cua, trứng , cá hồi, sò , lại có 8 cuốn cali với tôm và 8 cuốn cali với thanh cua và trứng 😂😂😂😂 phần này 2 ng ăn cũng ok luôn nha. Giá 198k/p","['{AMBIENCE#GENERAL, negative}', '{LOCATION#GENERAL, positive}', '{SERVICE#GENERAL, positive}', '{RESTAURANT#MISCELLANEOUS, neutral}', '{RESTAURANT#GENERAL, neutral}', '{FOOD#STYLE&OPTIONS, positive}', '{FOOD#PRICES, neutral}']"
#137,"🔵 Thích chi nhánh bên này hơn NTMK vì thấy nó thoáng hơn🔵 Steak, miếng bò dày mềm, ướp vị vừa ăn, có trứng và bắp mỹ ăn kèm nữa 😄, pate k thích lắm nhg sốt tiêu khá ngon, khoai tây giòn rụm. Phần này 100k giá cũng rẻ đó chứ. Bàn ghế hơi dầu mỡ nhg quán steak nên cũng phải chịu thôi.","['{RESTAURANT#GENERAL, positive}', '{AMBIENCE#GENERAL, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, neutral}', '{FOOD#PRICES, positive}', '{SERVICE#GENERAL, negative}']"
#138,"🔵 Trc khi đi lần này thì đã đi hụt 1 lần vì chị chủ quán bệnh nên mở cửa trễ, quán thì cũng bé thôi vì nằm trên lầu 4 của 1 chung cư, chị chủ quán cũng thân thiện🔵 Matcha mille crepe thì crepe và kem ngon nhg chsao tự dưng cho dâu vào giữa các lớp crepe, khi ăn toàn nghe vị chua của dâu khá là khó chịu 😅😅, vì mình ghét chua, 1 slice/ 55k. Mình có order trà sữa nữa, 29k, pha k ngon lắm mà còn khá lâu nữa, tận 20p để pha 1 ly trà sữa. Nchug mình sẽ ko quay lại, nhg thấy nhiều bạn cũng khen.","['{AMBIENCE#GENERAL, negative}', '{SERVICE#GENERAL, positive}', '{FOOD#QUALITY, neutral}', '{FOOD#PRICES, neutral}', '{DRINKS#PRICES, neutral}', '{DRINKS#QUALITY, neutral}', '{DRINKS#STYLE&OPTIONS, negative}', '{RESTAURANT#GENERAL, negative}']"
#139,"🔸Nêm nếm vừa ăn, tôm tươi dai, ngọt thịt, nước súp ngon. Ở đây có bán dimsum lun, bán cả sáng,chiều tối (có nghỉ trưa), đúng 22g30 là dọn sạch bàn ghế 😃😁😊. Món ăn cũng đa dạng cho sự lựa chọn✔NOTE:  nếu ăn mì như mình thì order nên dặn đừng để thịt vào chén nước nha. Vì cho vào nước sẽ mất vị ngon của xá xíu, mà thịt sẽ bị lạt nhắt 😢Chak do mình order xá xíu-sủi cảo nên nhà bếp cho chung vào chén nước lun, chứ gọi mì xá xíu thì ngta cho vào tô mì ak. Xá xíu nêm vừa miệng ngon lắm, có mùi xì dầu nhè nhẹ 😋😍😊  Giá thì hổng nhớ 😊😢 ✔ quán dễ tìm. Nằm ở đầu ngã tư Hà Tôn Quyền - Nguyễn Chí Thanh. (Cuối ngã 3 Hà Tôn Quyền - 3/2)❌ Lên món lúc nhanh lúc thì chậm chờ mòn mỏi 😠😤😥","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{LOCATION#GENERAL, positive}', '{SERVICE#GENERAL, neutral}']"
#140,"🔹Chi nhánh mới, rộng ơi là rộng, sạch sẽ, thoáng mát ko phải chịu tình cảnh chen chút như bên Tô Hiến Thành đâu nhoa 👍🏻. 🔹Chất lượng vẫn zách lầu, ko hề giảm đi xíu nào hết. Hạt cháo nở bung, ko bị lỏng quá, rồi chắc nấu chung với vịt mà ngon hơn bình thường. Tô cháo ko thì 12k nà. 🔹Dĩa gỏi lòng gà có 30k thôi, mà quá trời, mình tui ăn lặt lè mới hết 😭. Nói lòng thì chắc chắn là có: gan, mề, tim...rồi; thêm nữa thích nhất cái nước giấm trộn gỏi đó, đủ chua, ko bị quá tay chút nào. 🔺Điểm trừ trong lòng mình đối với quán chắc chỉ có nó quá xa nhà mình thôi, chứ còn lại là ổn hết nhaaaaa 😘.","['{AMBIENCE#GENERAL, positive}', '{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{FOOD#PRICES, positive}', '{LOCATION#GENERAL, negative}', '{RESTAURANT#GENERAL, positive}']"
#141,"🔹Chỗ này do tình cờ phát hiện, nằm trong hẻm hốc, ngoằn ngoèo dễ sợ.🔹Nói là bún chứ thực ra là cọng bánh canh, ai ko thích có thể ăn mì tôm cũng được.🔹Tô đầy đủ có tôm (giống tôm tươi băm rồi trụng) tươi và ngọt, chả và bò viên cũng thơm và ngon, có thịt bò bằm và trứng trụng lòng đào nữa. Nước lèo ngọt và trong, dễ ăn lắm lun.🔹Quán vỉa hè nép bên con hẻm nhỏ, chị chủ bốc đồ ăn bằng tay không, nên không giành cho những bạn bụng yếu nhé.","['{LOCATION#GENERAL, negative}', '{FOOD#PRICES, positive}', '{AMBIENCE#GENERAL, negative}', '{RESTAURANT#MISCELLANEOUS, negative}']"
#142,"🔹Steak kiểu âu giá Việt. Quán dùng bò Úc, độ chín tuỳ theo mình yêu cầu (cá nhân thấy chín 60% là vừa mềm ngon lại ko quá sống).🔹Mỗi phần bò có khoai tây (chiên hoặc nghiền) hoặc cơm chiên tuỳ chọn ăn kèm. Khoai tây nghiền trước đây khá ngon, h bớt rồi :((🔹Sốt ăn cùng steak đa dạng, tuỳ theo sở thích ăn cay hay ko, béo nhiều hay ít mà chọn thoai 😅🔹Ngoài ra có món mì mực Hải sản cũng lạ và dễ ăn, tuy nhiên hơi khác và ko béo như trước đây.🔹Nước uống khá rẻ, trung bình tầm 25k.🔹Quán nhỏ, không gian bình thường, phục vụ tốt, có giao hàng tận nhà.","['{FOOD#STYLE&OPTIONS, positive}', '{FOOD#PRICES, positive}', '{FOOD#QUALITY, positive}', '{DRINKS#PRICES, positive}', '{AMBIENCE#GENERAL, neutral}', '{SERVICE#GENERAL, positive}']"
#143,"🔹Trời mưa đi ăn mấy món nướng nhậu như thế này thì còn gì bằng.🔹Quán hơi xa nhưng giá cả khá ok. Mấy món nướng như vú heo, bò nướng sate, ba rọi tầm 47k/ đĩa.🔹Ai thích gân bò thì sẽ mê món gỏi gân bò hoa chuối và gân bò sốt nấm đông cô ở đây. Còn 1 món ai ăn được cay nên thử đó là ếch sabo, vì lạ lém, thơm mùi tỏi với có cả hoa hồi dậy vị vô cùng.","['{LOCATION#GENERAL, negative}', '{RESTAURANT#PRICES, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, positive}']"
#144,"🔹Vừa đẹp - vừa ngon - vửa rẻ bao ăn, bao lăn nha 😂. 🔹1 dĩa gỏi vịt, 1 dĩa gỏi gà, 1 dĩa lòng - 4 tô bún, miến, cháo, mì ăn no lòi rún mà chỉ có 238k à 😎. 🔹Gà, vịt nhìn hấp dẫn muốn chết, bóng bẩy dày thịt, cắn miếng nào sướng miếng đó 👍🏻. Lòng gà thích ăn cái nào nhiều thì nhớ dặn cô nha, mình thích ăn mề nên dặn cô lấy mề nhiều hơn, ăn đã luôn. 🔹Để xe trước quán, có người trông và tất nhiên là free free 😌.","['{AMBIENCE#GENERAL, positive}', '{FOOD#QUALITY, positive}', '{RESTAURANT#PRICES, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{SERVICE#GENERAL, positive}', '{RESTAURANT#MISCELLANEOUS, positive}']"
#145,😍 rẻ giã mannn cả chỗ này chưa đến 100k,"['{RESTAURANT#PRICES, positive}']"
#146,"Món này ngon nà. Nghe nói lẩu bò ở đây rẻ nên đến ăn thử. Ngon, bổ và chất lượng như giới thiệu. Quán có phục vụ toàn con gái nhưng sao thấy ít cười quá à 😞😞 Chắc là do buổi sáng nên vậy. Nhưng chị chủ quán thì dễ thương cực kì 😍😍😍😍 khuyên các bạn nên đến","['{FOOD#QUALITY, positive}', '{FOOD#PRICES, positive}', '{SERVICE#GENERAL, neutral}', '{RESTAURANT#GENERAL, positive}']"
#147,"😎Nhớ hồi đi Thái Lan nên vào quán này gọi 1 phần bún Thái ăn chơi.😍Bún Thái hải sản nước dùng chua chua ngọt ngọt, vị cay của sa tế và ớt thấy rõ, đầy đủ tôm,thịt, mực, nghêu... Nước hải sản nấu chín hòa với gia vị nêm nếm cẩn thận nên tô bún ăn cũng chấp nhận được.😍Gọi thêm ly nước hoa quả nữa là no cả buổi trưa","['{FOOD#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, neutral}', '{DRINKS#STYLE&OPTIONS, positive}']"
#148,🙋 Mì xá xíu sốt gì quên mất rồi cơ mà ngon lắm 😍🙋 Tô này 33 hay 35k 😌 giá rẻ 🙋 Milo khủng long 😐 là milo bình thường thôi 😭 18k/ 1ly🙋 Gà kia là ở trong siêu thị gần quán bán á ( coop xtra thì phải ) 😍 ăn cũng ngon lắm 😚🙋 Cái hộp xanh là cupcake matcha 🎉 ba cái 19k ăn siêu ngon 💚 🙋 Đem khoảng 50k là vừa túi ( 1 mì + nước ) 🙆,"['{FOOD#QUALITY, positive}', '{FOOD#PRICES, positive}', '{DRINKS#QUALITY, neutral}', '{DRINKS#PRICES, neutral}']"
